group,n,mae,rmse
"('HR', 'Consultant', 'Data Analyst', 'PG')",1,1149068.09,1149068.09
"('HR', 'Consultant', 'Data Analyst', 'Under Grad')",2,148276.94,203911.58
"('HR', 'Consultant', 'Director', 'Doctorate')",1,64464.5,64464.5
"('HR', 'Consultant', 'Director', 'Grad')",1,4668.2,4668.2
"('HR', 'Consultant', 'Director', 'Under Grad')",4,249785.16,354288.46
"('HR', 'Consultant', 'HR', 'Doctorate')",5,681017.98,753040.41
"('HR', 'Consultant', 'HR', 'Grad')",3,348677.71,563322.69
"('HR', 'Consultant', 'HR', 'PG')",2,59294.9,61870.64
"('HR', 'Consultant', 'HR', 'Under Grad')",2,543479.01,748608.12
"('HR', 'Consultant', 'Manager', 'Doctorate')",2,15218.95,16471.17
"('HR', 'Consultant', 'Manager', 'Grad')",1,2379.0,2379.0
"('HR', 'Consultant', 'Manager', 'PG')",1,733405.32,733405.32
"('HR', 'Consultant', 'Manager', 'Under Grad')",4,617509.45,729755.56
"('HR', 'Consultant', 'Marketing Manager', 'Doctorate')",4,382263.42,535130.16
"('HR', 'Consultant', 'Marketing Manager', 'Grad')",4,388026.9,563871.09
"('HR', 'Consultant', 'Marketing Manager', 'PG')",2,1169260.95,1622320.93
"('HR', 'Consultant', 'Marketing Manager', 'Under Grad')",3,470016.86,572356.3
"('HR', 'Consultant', 'Medical Officer', 'Doctorate')",1,421682.63,421682.63
"('HR', 'Consultant', 'Medical Officer', 'Grad')",4,410204.36,563699.93
"('HR', 'Consultant', 'Medical Officer', 'PG')",3,565217.48,957924.8
"('HR', 'Consultant', 'Network Engineer', 'Doctorate')",2,949986.41,968862.56
"('HR', 'Consultant', 'Network Engineer', 'Grad')",1,5169.2,5169.2
"('HR', 'Consultant', 'Network Engineer', 'PG')",1,497801.21,497801.21
"('HR', 'Consultant', 'Network Engineer', 'Under Grad')",2,212134.4,267985.29
"('HR', 'Consultant', 'Others', 'Doctorate')",2,533278.21,724021.02
"('HR', 'Consultant', 'Others', 'Grad')",1,161.5,161.5
"('HR', 'Consultant', 'Others', 'PG')",2,558277.69,572074.17
"('HR', 'Consultant', 'Others', 'Under Grad')",3,208844.53,283520.25
"('HR', 'Consultant', 'Product Manager', 'Doctorate')",3,499827.12,609157.41
"('HR', 'Consultant', 'Product Manager', 'Grad')",1,1117832.18,1117832.18
"('HR', 'Consultant', 'Product Manager', 'Under Grad')",4,288222.01,405448.97
"('HR', 'Consultant', 'Research Analyst', 'Doctorate')",3,583740.99,995593.7
"('HR', 'Consultant', 'Research Analyst', 'Grad')",1,7125.5,7125.5
"('HR', 'Consultant', 'Research Analyst', 'PG')",1,978260.48,978260.48
"('HR', 'Consultant', 'Research Analyst', 'Under Grad')",3,432361.45,686501.77
"('HR', 'Consultant', 'Research Scientist', 'Doctorate')",2,609411.61,829660.98
"('HR', 'Consultant', 'Research Scientist', 'Grad')",1,13058.0,13058.0
"('HR', 'Consultant', 'Research Scientist', 'PG')",1,995202.03,995202.03
"('HR', 'Consultant', 'Research Scientist', 'Under Grad')",2,174779.01,244040.84
"('HR', 'Consultant', 'Scientist', 'PG')",1,239356.23,239356.23
"('HR', 'Consultant', 'Software Developer', 'Doctorate')",2,124468.81,155136.4
"('HR', 'Consultant', 'Software Developer', 'Grad')",1,963659.89,963659.89
"('HR', 'Consultant', 'Software Developer', 'PG')",1,1209555.89,1209555.89
"('HR', 'Consultant', 'Sr.Manager', 'Doctorate')",2,881834.46,1227647.45
"('HR', 'Consultant', 'Sr.Manager', 'Grad')",3,292629.33,349431.72
"('HR', 'Consultant', 'Sr.Manager', 'PG')",3,433956.88,683856.75
"('HR', 'Consultant', 'Sr.Manager', 'Under Grad')",5,213811.49,363352.27
"('HR', 'Consultant', 'Web Designer', 'Grad')",2,1055475.82,1058716.75
"('HR', 'Consultant', 'Web Designer', 'PG')",1,1477224.82,1477224.82
"('HR', 'Consultant', 'Web Designer', 'Under Grad')",6,388325.23,565136.85
"('HR', 'Financial Analyst', 'Assistant Manager', 'PG')",2,599902.67,847577.0
"('HR', 'Financial Analyst', 'CA', 'Doctorate')",1,26558.0,26558.0
"('HR', 'Financial Analyst', 'CA', 'PG')",1,16125.8,16125.8
"('HR', 'Financial Analyst', 'CA', 'Under Grad')",3,444884.4,587707.81
"('HR', 'Financial Analyst', 'Consultant', 'Grad')",3,190007.31,265532.67
"('HR', 'Financial Analyst', 'Consultant', 'PG')",2,1180.2,1399.42
"('HR', 'Financial Analyst', 'Consultant', 'Under Grad')",4,255652.58,488889.86
"('HR', 'Financial Analyst', 'Data Analyst', 'Grad')",3,500871.93,589951.09
"('HR', 'Financial Analyst', 'Data Analyst', 'Under Grad')",2,749742.51,879319.63
"('HR', 'Financial Analyst', 'Director', 'Grad')",3,450143.72,756669.72
"('HR', 'Financial Analyst', 'Director', 'PG')",3,1053977.96,1110882.73
"('HR', 'Financial Analyst', 'HR', 'Doctorate')",2,544847.36,751586.21
"('HR', 'Financial Analyst', 'HR', 'Grad')",2,645344.46,759862.59
"('HR', 'Financial Analyst', 'HR', 'Under Grad')",1,1262972.92,1262972.92
"('HR', 'Financial Analyst', 'Manager', 'Grad')",1,183344.32,183344.32
"('HR', 'Financial Analyst', 'Manager', 'PG')",1,278663.32,278663.32
"('HR', 'Financial Analyst', 'Manager', 'Under Grad')",2,522175.5,561460.0
"('HR', 'Financial Analyst', 'Marketing Manager', 'Doctorate')",1,20055.2,20055.2
"('HR', 'Financial Analyst', 'Marketing Manager', 'Grad')",2,772787.7,852517.49
"('HR', 'Financial Analyst', 'Marketing Manager', 'PG')",2,540438.2,744524.53
"('HR', 'Financial Analyst', 'Medical Officer', 'Under Grad')",1,20049.07,20049.07
"('HR', 'Financial Analyst', 'Network Engineer', 'Doctorate')",1,36423.5,36423.5
"('HR', 'Financial Analyst', 'Network Engineer', 'Grad')",2,490627.2,690989.0
"('HR', 'Financial Analyst', 'Network Engineer', 'PG')",1,5969.6,5969.6
"('HR', 'Financial Analyst', 'Network Engineer', 'Under Grad')",2,429452.71,434136.53
"('HR', 'Financial Analyst', 'Others', 'Doctorate')",4,840506.14,1042885.48
"('HR', 'Financial Analyst', 'Others', 'Grad')",3,535565.51,722890.18
"('HR', 'Financial Analyst', 'Others', 'PG')",3,195946.11,305145.65
"('HR', 'Financial Analyst', 'Others', 'Under Grad')",1,27947.5,27947.5
"('HR', 'Financial Analyst', 'Product Manager', 'Grad')",1,1216223.18,1216223.18
"('HR', 'Financial Analyst', 'Product Manager', 'PG')",3,311341.71,460892.04
"('HR', 'Financial Analyst', 'Product Manager', 'Under Grad')",3,350889.12,549540.85
"('HR', 'Financial Analyst', 'Research Analyst', 'Doctorate')",2,803392.98,1128123.36
"('HR', 'Financial Analyst', 'Research Analyst', 'Grad')",2,167308.21,168706.34
"('HR', 'Financial Analyst', 'Research Analyst', 'PG')",1,18980.8,18980.8
"('HR', 'Financial Analyst', 'Research Analyst', 'Under Grad')",3,737746.96,903632.46
"('HR', 'Financial Analyst', 'Scientist', 'Grad')",1,229906.31,229906.31
"('HR', 'Financial Analyst', 'Software Developer', 'Doctorate')",3,479550.32,631810.69
"('HR', 'Financial Analyst', 'Software Developer', 'Grad')",1,1114605.89,1114605.89
"('HR', 'Financial Analyst', 'Software Developer', 'PG')",3,243716.5,375612.89
"('HR', 'Financial Analyst', 'Software Developer', 'Under Grad')",2,646864.74,902926.47
"('HR', 'Financial Analyst', 'Sr.Manager', 'Doctorate')",2,13310.5,14483.84
"('HR', 'Financial Analyst', 'Sr.Manager', 'PG')",1,20395.6,20395.6
"('HR', 'Financial Analyst', 'Web Designer', 'Doctorate')",1,1810.8,1810.8
"('HR', 'Financial Analyst', 'Web Designer', 'Grad')",3,427410.34,734876.3
"('HR', 'Financial Analyst', 'Web Designer', 'PG')",2,812158.31,1142706.6
"('HR', 'Financial Analyst', 'Web Designer', 'Under Grad')",3,187668.07,304378.5
"('HR', 'Head', 'Assistant Manager', 'Doctorate')",1,17608.5,17608.5
"('HR', 'Head', 'Assistant Manager', 'PG')",2,19576.0,22400.09
"('HR', 'Head', 'CA', 'Doctorate')",2,11308.75,13756.16
"('HR', 'Head', 'CA', 'Grad')",1,8577.8,8577.8
"('HR', 'Head', 'CA', 'PG')",2,660245.69,908617.67
"('HR', 'Head', 'CA', 'Under Grad')",2,139903.5,186340.5
"('HR', 'Head', 'Consultant', 'Doctorate')",1,1783932.27,1783932.27
"('HR', 'Head', 'Consultant', 'Grad')",1,246962.27,246962.27
"('HR', 'Head', 'Consultant', 'PG')",1,1595404.27,1595404.27
"('HR', 'Head', 'Consultant', 'Under Grad')",2,183189.88,248684.23
"('HR', 'Head', 'Data Analyst', 'Grad')",1,8427.0,8427.0
"('HR', 'Head', 'Data Analyst', 'PG')",3,966695.42,1088679.32
"('HR', 'Head', 'Data Analyst', 'Under Grad')",2,11963.7,13484.24
"('HR', 'Head', 'Director', 'Grad')",1,101968.27,101968.27
"('HR', 'Head', 'Director', 'PG')",1,1429134.27,1429134.27
"('HR', 'Head', 'HR', 'Doctorate')",2,484844.9,657452.3
"('HR', 'Head', 'HR', 'Grad')",2,315042.0,427034.6
"('HR', 'Head', 'HR', 'PG')",1,16569.8,16569.8
"('HR', 'Head', 'HR', 'Under Grad')",3,108425.97,141824.61
"('HR', 'Head', 'Manager', 'Doctorate')",3,871987.65,1191338.37
"('HR', 'Head', 'Manager', 'Grad')",1,26647.32,26647.32
"('HR', 'Head', 'Manager', 'PG')",1,1465937.32,1465937.32
"('HR', 'Head', 'Manager', 'Under Grad')",1,299313.32,299313.32
"('HR', 'Head', 'Marketing Manager', 'Grad')",2,19604.4,20022.1
"('HR', 'Head', 'Marketing Manager', 'PG')",1,1285620.79,1285620.79
"('HR', 'Head', 'Medical Officer', 'Grad')",1,12227.8,12227.8
"('HR', 'Head', 'Network Engineer', 'PG')",1,1087483.21,1087483.21
"('HR', 'Head', 'Others', 'Doctorate')",1,601230.16,601230.16
"('HR', 'Head', 'Others', 'Grad')",2,125086.16,150848.36
"('HR', 'Head', 'Others', 'PG')",2,801383.66,803090.44
"('HR', 'Head', 'Others', 'Under Grad')",1,105638.22,105638.22
"('HR', 'Head', 'Product Manager', 'Doctorate')",3,538404.99,653380.5
"('HR', 'Head', 'Product Manager', 'PG')",4,1055435.57,1224775.3
"('HR', 'Head', 'Product Manager', 'Under Grad')",1,63676.8,63676.8
"('HR', 'Head', 'Research Analyst', 'Doctorate')",1,481258.48,481258.48
"('HR', 'Head', 'Research Analyst', 'Grad')",2,18798.8,22288.91
"('HR', 'Head', 'Research Analyst', 'PG')",2,101683.44,118553.95
"('HR', 'Head', 'Research Analyst', 'Under Grad')",1,10041.6,10041.6
"('HR', 'Head', 'Research Scientist', 'Doctorate')",1,574859.53,574859.53
"('HR', 'Head', 'Research Scientist', 'Grad')",1,2203.2,2203.2
"('HR', 'Head', 'Research Scientist', 'PG')",2,250783.91,338188.85
"('HR', 'Head', 'Research Scientist', 'Under Grad')",1,237797.03,237797.03
"('HR', 'Head', 'Software Developer', 'PG')",2,119865.06,165166.91
"('HR', 'Head', 'Software Developer', 'Under Grad')",1,3962.8,3962.8
"('HR', 'Head', 'Sr.Manager', 'Doctorate')",1,18815.5,18815.5
"('HR', 'Head', 'Sr.Manager', 'Grad')",1,298074.13,298074.13
"('HR', 'Head', 'Sr.Manager', 'PG')",1,25582.87,25582.87
"('HR', 'Head', 'Sr.Manager', 'Under Grad')",2,77922.7,99193.21
"('HR', 'Head', 'Web Designer', 'Doctorate')",1,49748.5,49748.5
"('HR', 'Head', 'Web Designer', 'PG')",3,927403.15,1164067.68
"('HR', 'Head', 'Web Designer', 'Under Grad')",1,85694.32,85694.32
"('HR', 'Others', 'Assistant Manager', 'Doctorate')",3,380556.9,618822.87
"('HR', 'Others', 'Assistant Manager', 'Grad')",3,415142.16,582720.9
"('HR', 'Others', 'Assistant Manager', 'PG')",3,577629.61,708922.46
"('HR', 'Others', 'Assistant Manager', 'Under Grad')",2,614484.07,864833.09
"('HR', 'Others', 'CA', 'Doctorate')",2,1277412.58,1298502.31
"('HR', 'Others', 'CA', 'Grad')",2,802656.79,840756.55
"('HR', 'Others', 'CA', 'PG')",1,15405.2,15405.2
"('HR', 'Others', 'CA', 'Under Grad')",1,846344.0,846344.0
"('HR', 'Others', 'Consultant', 'Doctorate')",4,418303.51,538923.11
"('HR', 'Others', 'Consultant', 'Grad')",2,191028.38,269053.05
"('HR', 'Others', 'Consultant', 'PG')",3,648460.98,793705.97
"('HR', 'Others', 'Consultant', 'Under Grad')",5,520362.56,650971.74
"('HR', 'Others', 'Data Analyst', 'Doctorate')",2,399728.43,415538.47
"('HR', 'Others', 'Data Analyst', 'PG')",2,919812.93,952436.6
"('HR', 'Others', 'Data Analyst', 'Under Grad')",2,72803.66,86571.19
"('HR', 'Others', 'Director', 'Grad')",4,157156.26,222497.51
"('HR', 'Others', 'Director', 'PG')",1,459469.35,459469.35
"('HR', 'Others', 'HR', 'Grad')",3,381770.64,553866.3
"('HR', 'Others', 'HR', 'PG')",2,84079.86,110867.11
"('HR', 'Others', 'HR', 'Under Grad')",1,3851.4,3851.4
"('HR', 'Others', 'Manager', 'Doctorate')",3,895759.27,1532689.58
"('HR', 'Others', 'Manager', 'Grad')",4,321481.08,519782.06
"('HR', 'Others', 'Manager', 'PG')",3,945156.58,1214536.42
"('HR', 'Others', 'Marketing Manager', 'Doctorate')",1,1863086.79,1863086.79
"('HR', 'Others', 'Marketing Manager', 'PG')",4,1329879.04,1522603.19
"('HR', 'Others', 'Marketing Manager', 'Under Grad')",2,190855.2,194686.02
"('HR', 'Others', 'Medical Officer', 'Doctorate')",5,831997.46,1170153.97
"('HR', 'Others', 'Medical Officer', 'Grad')",10,340502.8,456936.92
"('HR', 'Others', 'Medical Officer', 'PG')",8,331352.44,526983.99
"('HR', 'Others', 'Medical Officer', 'Under Grad')",5,213585.18,304596.93
"('HR', 'Others', 'Network Engineer', 'Doctorate')",2,957060.71,1009220.92
"('HR', 'Others', 'Network Engineer', 'Grad')",5,602429.12,698218.89
"('HR', 'Others', 'Network Engineer', 'PG')",5,636178.9,807761.71
"('HR', 'Others', 'Network Engineer', 'Under Grad')",1,1129459.6,1129459.6
"('HR', 'Others', 'Others', 'Doctorate')",3,368552.02,609338.75
"('HR', 'Others', 'Others', 'Grad')",3,385665.18,572258.52
"('HR', 'Others', 'Others', 'PG')",2,685268.16,685554.0
"('HR', 'Others', 'Product Manager', 'Doctorate')",3,1077491.94,1376710.22
"('HR', 'Others', 'Product Manager', 'PG')",1,487433.18,487433.18
"('HR', 'Others', 'Product Manager', 'Under Grad')",2,35684.09,42762.93
"('HR', 'Others', 'Research Analyst', 'Doctorate')",3,38629.8,45012.98
"('HR', 'Others', 'Research Analyst', 'Grad')",3,394581.64,562973.46
"('HR', 'Others', 'Research Analyst', 'PG')",2,264875.74,360960.34
"('HR', 'Others', 'Research Analyst', 'Under Grad')",2,23994.8,24000.99
"('HR', 'Others', 'Research Scientist', 'Under Grad')",1,7749.5,7749.5
"('HR', 'Others', 'Software Developer', 'Doctorate')",2,75849.16,96181.43
"('HR', 'Others', 'Software Developer', 'PG')",2,458875.51,570657.59
"('HR', 'Others', 'Software Developer', 'Under Grad')",1,1273268.89,1273268.89
"('HR', 'Others', 'Sr.Manager', 'Doctorate')",3,305736.87,505635.9
"('HR', 'Others', 'Sr.Manager', 'Grad')",3,226401.11,275915.78
"('HR', 'Others', 'Sr.Manager', 'PG')",1,214407.4,214407.4
"('HR', 'Others', 'Sr.Manager', 'Under Grad')",6,414845.07,604281.16
"('HR', 'Others', 'Web Designer', 'Doctorate')",1,18859.6,18859.6
"('HR', 'Others', 'Web Designer', 'Under Grad')",3,595491.49,644936.78
"('HR', 'Principal Analyst', 'Assistant Manager', 'Grad')",1,612582.34,612582.34
"('HR', 'Principal Analyst', 'Assistant Manager', 'Under Grad')",1,213235.34,213235.34
"('HR', 'Principal Analyst', 'CA', 'Under Grad')",1,668592.0,668592.0
"('HR', 'Principal Analyst', 'Consultant', 'Grad')",1,411495.71,411495.71
"('HR', 'Principal Analyst', 'Consultant', 'PG')",3,206954.9,340585.48
"('HR', 'Principal Analyst', 'Data Analyst', 'Grad')",1,376096.93,376096.93
"('HR', 'Principal Analyst', 'Data Analyst', 'Under Grad')",1,907274.93,907274.93
"('HR', 'Principal Analyst', 'HR', 'Grad')",1,193439.92,193439.92
"('HR', 'Principal Analyst', 'Marketing Manager', 'Grad')",1,426646.2,426646.2
"('HR', 'Principal Analyst', 'Marketing Manager', 'Under Grad')",1,573601.2,573601.2
"('HR', 'Principal Analyst', 'Network Engineer', 'Grad')",1,155332.6,155332.6
"('HR', 'Principal Analyst', 'Others', 'Doctorate')",2,34355.0,35401.54
"('HR', 'Principal Analyst', 'Others', 'PG')",1,11809.1,11809.1
"('HR', 'Principal Analyst', 'Product Manager', 'PG')",1,85358.18,85358.18
"('HR', 'Principal Analyst', 'Research Analyst', 'Doctorate')",1,52092.8,52092.8
"('HR', 'Principal Analyst', 'Research Analyst', 'Grad')",1,41975.93,41975.93
"('HR', 'Principal Analyst', 'Research Analyst', 'Under Grad')",1,244498.93,244498.93
"('HR', 'Principal Analyst', 'Software Developer', 'Grad')",1,24538.2,24538.2
"('HR', 'Principal Analyst', 'Software Developer', 'PG')",1,143760.89,143760.89
"('HR', 'Principal Analyst', 'Software Developer', 'Under Grad')",1,30919.5,30919.5
"('HR', 'Principal Analyst', 'Web Designer', 'Grad')",1,470332.32,470332.32
"('HR', 'Principal Analyst', 'Web Designer', 'Under Grad')",1,607966.32,607966.32
"('HR', 'Project Manager', 'Assistant Manager', 'Doctorate')",2,2818.8,2860.56
"('HR', 'Project Manager', 'Assistant Manager', 'Grad')",5,187355.23,292217.77
"('HR', 'Project Manager', 'Assistant Manager', 'PG')",3,644584.05,795788.33
"('HR', 'Project Manager', 'Assistant Manager', 'Under Grad')",1,1164609.34,1164609.34
"('HR', 'Project Manager', 'CA', 'Doctorate')",1,1142210.0,1142210.0
"('HR', 'Project Manager', 'CA', 'Grad')",2,523387.58,531624.42
"('HR', 'Project Manager', 'Consultant', 'Doctorate')",2,1249148.77,1618450.3
"('HR', 'Project Manager', 'Consultant', 'Grad')",2,7721.3,9090.46
"('HR', 'Project Manager', 'Consultant', 'PG')",4,1336360.38,1347261.54
"('HR', 'Project Manager', 'Consultant', 'Under Grad')",3,742712.23,875369.07
"('HR', 'Project Manager', 'Data Analyst', 'Doctorate')",3,635913.03,801935.12
"('HR', 'Project Manager', 'Data Analyst', 'Grad')",2,126462.51,164606.51
"('HR', 'Project Manager', 'Data Analyst', 'PG')",2,463809.01,655814.63
"('HR', 'Project Manager', 'Data Analyst', 'Under Grad')",2,30027.56,40182.97
"('HR', 'Project Manager', 'Director', 'Doctorate')",1,38177.0,38177.0
"('HR', 'Project Manager', 'Director', 'Grad')",2,18110.85,18907.25
"('HR', 'Project Manager', 'Director', 'Under Grad')",1,17947.8,17947.8
"('HR', 'Project Manager', 'HR', 'Doctorate')",4,853122.93,1166024.12
"('HR', 'Project Manager', 'HR', 'Grad')",1,974350.92,974350.92
"('HR', 'Project Manager', 'HR', 'PG')",3,1044959.33,1184122.97
"('HR', 'Project Manager', 'HR', 'Under Grad')",1,3806.8,3806.8
"('HR', 'Project Manager', 'Manager', 'Doctorate')",1,1528162.32,1528162.32
"('HR', 'Project Manager', 'Manager', 'Grad')",2,97208.91,133261.08
"('HR', 'Project Manager', 'Manager', 'PG')",3,222729.85,274072.7
"('HR', 'Project Manager', 'Manager', 'Under Grad')",2,588995.94,829138.02
"('HR', 'Project Manager', 'Marketing Manager', 'Doctorate')",4,348108.87,460091.45
"('HR', 'Project Manager', 'Marketing Manager', 'Grad')",2,625369.49,726930.66
"('HR', 'Project Manager', 'Marketing Manager', 'PG')",1,476525.2,476525.2
"('HR', 'Project Manager', 'Marketing Manager', 'Under Grad')",2,461978.1,652226.48
"('HR', 'Project Manager', 'Medical Officer', 'Doctorate')",1,186421.07,186421.07
"('HR', 'Project Manager', 'Medical Officer', 'Grad')",3,126026.91,196099.2
"('HR', 'Project Manager', 'Medical Officer', 'PG')",2,538874.85,561949.18
"('HR', 'Project Manager', 'Medical Officer', 'Under Grad')",1,18064.5,18064.5
"('HR', 'Project Manager', 'Network Engineer', 'Grad')",4,451541.15,609024.16
"('HR', 'Project Manager', 'Network Engineer', 'PG')",2,129345.8,178035.47
"('HR', 'Project Manager', 'Network Engineer', 'Under Grad')",3,223589.23,372830.2
"('HR', 'Project Manager', 'Others', 'Doctorate')",4,1151156.26,1512163.16
"('HR', 'Project Manager', 'Others', 'Under Grad')",3,509429.2,680124.07
"('HR', 'Project Manager', 'Product Manager', 'Doctorate')",2,1150136.32,1423310.21
"('HR', 'Project Manager', 'Product Manager', 'Grad')",1,27078.32,27078.32
"('HR', 'Project Manager', 'Product Manager', 'PG')",4,275783.97,490364.87
"('HR', 'Project Manager', 'Product Manager', 'Under Grad')",1,1198262.18,1198262.18
"('HR', 'Project Manager', 'Research Analyst', 'Doctorate')",2,148451.84,203853.32
"('HR', 'Project Manager', 'Research Analyst', 'Grad')",3,285979.78,366463.09
"('HR', 'Project Manager', 'Research Analyst', 'PG')",2,405838.34,545389.06
"('HR', 'Project Manager', 'Research Analyst', 'Under Grad')",3,850432.6,895657.25
"('HR', 'Project Manager', 'Research Scientist', 'PG')",1,481141.03,481141.03
"('HR', 'Project Manager', 'Scientist', 'Doctorate')",1,588666.23,588666.23
"('HR', 'Project Manager', 'Scientist', 'Grad')",1,47226.31,47226.31
"('HR', 'Project Manager', 'Software Developer', 'Grad')",2,133767.66,180244.92
"('HR', 'Project Manager', 'Software Developer', 'PG')",1,1133118.13,1133118.13
"('HR', 'Project Manager', 'Software Developer', 'Under Grad')",1,26763.8,26763.8
"('HR', 'Project Manager', 'Sr.Manager', 'Doctorate')",5,691144.53,1093817.66
"('HR', 'Project Manager', 'Sr.Manager', 'Grad')",4,696932.33,798310.86
"('HR', 'Project Manager', 'Sr.Manager', 'PG')",5,536103.69,616570.9
"('HR', 'Project Manager', 'Sr.Manager', 'Under Grad')",1,76463.0,76463.0
"('HR', 'Project Manager', 'Web Designer', 'Doctorate')",2,48354.31,49488.96
"('HR', 'Project Manager', 'Web Designer', 'Grad')",1,5373.5,5373.5
"('HR', 'Project Manager', 'Web Designer', 'Under Grad')",1,1037387.32,1037387.32
"('HR', 'Sales Execituve', 'Assistant Manager', 'Doctorate')",1,146333.34,146333.34
"('HR', 'Sales Execituve', 'Assistant Manager', 'Grad')",2,572713.07,791184.19
"('HR', 'Sales Execituve', 'Assistant Manager', 'PG')",3,739181.05,934813.38
"('HR', 'Sales Execituve', 'Assistant Manager', 'Under Grad')",1,600724.91,600724.91
